WinISI II Calibration Export - synthetic
Number of samples: 50
Number of wavelengths: 200
Wavelength range (nm): 1100-2500

Wavelengths:
1100.0 1107.0 1114.1 1121.1 1128.1 1135.2 1142.2 1149.2 1156.3 1163.3 1170.4 1177.4 1184.4 1191.5 1198.5 1205.5 1212.6 1219.6 1226.6 1233.7 1240.7 1247.7 1254.8 1261.8 1268.8 1275.9 1282.9 1289.9 1297.0 1304.0 1311.1 1318.1 1325.1 1332.2 1339.2 1346.2 1353.3 1360.3 1367.3 1374.4 1381.4 1388.4 1395.5 1402.5 1409.5 1416.6 1423.6 1430.7 1437.7 1444.7 1451.8 1458.8 1465.8 1472.9 1479.9 1486.9 1494.0 1501.0 1508.0 1515.1 1522.1 1529.1 1536.2 1543.2 1550.3 1557.3 1564.3 1571.4 1578.4 1585.4 1592.5 1599.5 1606.5 1613.6 1620.6 1627.6 1634.7 1641.7 1648.7 1655.8 1662.8 1669.8 1676.9 1683.9 1691.0 1698.0 1705.0 1712.1 1719.1 1726.1 1733.2 1740.2 1747.2 1754.3 1761.3 1768.3 1775.4 1782.4 1789.4 1796.5 1803.5 1810.6 1817.6 1824.6 1831.7 1838.7 1845.7 1852.8 1859.8 1866.8 1873.9 1880.9 1887.9 1895.0 1902.0 1909.0 1916.1 1923.1 1930.2 1937.2 1944.2 1951.3 1958.3 1965.3 1972.4 1979.4 1986.4 1993.5 2000.5 2007.5 2014.6 2021.6 2028.6 2035.7 2042.7 2049.7 2056.8 2063.8 2070.9 2077.9 2084.9 2092.0 2099.0 2106.0 2113.1 2120.1 2127.1 2134.2 2141.2 2148.2 2155.3 2162.3 2169.3 2176.4 2183.4 2190.5 2197.5 2204.5 2211.6 2218.6 2225.6 2232.7 2239.7 2246.7 2253.8 2260.8 2267.8 2274.9 2281.9 2288.9 2296.0 2303.0 2310.1 2317.1 2324.1 2331.2 2338.2 2345.2 2352.3 2359.3 2366.3 2373.4 2380.4 2387.4 2394.5 2401.5 2408.5 2415.6 2422.6 2429.6 2436.7 2443.7 2450.8 2457.8 2464.8 2471.9 2478.9 2485.9 2493.0 2500.0

Sample_ID Protein P1 P2 P3 P4 P5 P6 P7 P8 P9 P10 P11 P12 P13 P14 P15 P16 P17 P18 P19 P20 P21 P22 P23 P24 P25 P26 P27 P28 P29 P30 P31 P32 P33 P34 P35 P36 P37 P38 P39 P40 P41 P42 P43 P44 P45 P46 P47 P48 P49 P50 P51 P52 P53 P54 P55 P56 P57 P58 P59 P60 P61 P62 P63 P64 P65 P66 P67 P68 P69 P70 P71 P72 P73 P74 P75 P76 P77 P78 P79 P80 P81 P82 P83 P84 P85 P86 P87 P88 P89 P90 P91 P92 P93 P94 P95 P96 P97 P98 P99 P100 P101 P102 P103 P104 P105 P106 P107 P108 P109 P110 P111 P112 P113 P114 P115 P116 P117 P118 P119 P120 P121 P122 P123 P124 P125 P126 P127 P128 P129 P130 P131 P132 P133 P134 P135 P136 P137 P138 P139 P140 P141 P142 P143 P144 P145 P146 P147 P148 P149 P150 P151 P152 P153 P154 P155 P156 P157 P158 P159 P160 P161 P162 P163 P164 P165 P166 P167 P168 P169 P170 P171 P172 P173 P174 P175 P176 P177 P178 P179 P180 P181 P182 P183 P184 P185 P186 P187 P188 P189 P190 P191 P192 P193 P194 P195 P196 P197 P198 P199 P200
S032 11.888 0.05073 -0.04551 -0.05713 -0.03560 0.07900 0.12978 -0.00632 0.08545 -0.00508 0.11507 0.05275 -0.04289 -0.18778 0.05662 0.09080 -0.13670 -0.12193 0.23593 0.04723 0.03650 -0.07280 -0.01402 0.11511 0.00478 -0.01572 0.02094 -0.03873 0.22999 0.30441 0.06764 0.07852 -0.07578 -0.04921 0.02598 0.32549 0.17799 0.16086 0.28549 0.26842 0.38663 0.16195 0.37380 0.21847 0.45159 0.49254 0.36138 0.45396 0.52805 0.33634 0.57318 0.42003 0.57123 0.38867 0.38421 0.34230 0.38296 0.33653 0.55702 0.26750 0.41661 0.25876 0.13122 0.28854 0.37338 0.13092 0.28489 0.11040 0.11678 0.13506 -0.00842 0.10341 0.06146 0.08956 -0.13935 -0.13828 0.13734 0.13773 0.03645 0.01239 0.17698 0.11634 -0.18392 -0.10279 -0.07223 0.05742 0.24720 0.04410 -0.11282 0.11204 0.26825 0.08941 0.10865 0.14620 0.18335 0.01183 0.24481 0.16757 0.24740 0.21237 0.29057 0.40856 0.11286 0.31337 0.30474 0.46289 0.34410 0.64748 0.57591 0.44648 0.62806 0.63874 0.67997 0.54901 0.61718 0.73665 0.50706 0.88928 0.64645 0.46579 0.70662 0.62057 0.65432 0.57601 0.75744 0.73450 0.71230 0.62358 0.68419 0.60046 0.50042 0.65548 0.51400 0.54999 0.57637 0.27142 0.58624 0.32998 0.50152 0.24748 0.19458 0.24899 -0.00338 -0.03847 0.03161 0.12605 0.03032 0.04062 0.12042 0.06946 0.21482 0.13234 0.12100 0.10484 -0.01463 0.10699 -0.09138 0.11157 0.22539 0.26565 0.33102 0.17515 0.38789 0.37798 0.45170 0.29777 0.47379 0.53008 0.30849 0.53326 0.50464 0.34734 0.23496 0.63388 0.17199 0.29984 0.45619 0.14809 0.00765 0.13470 -0.05566 0.12750 0.07723 0.06740 -0.18651 0.11622 0.00701 0.22964 -0.01247 -0.06669 0.04534 0.03682 -0.14641 0.18256 -0.10305 -0.08443 0.09305 -0.09440 -0.03322 -0.17250 0.19046
S033 12.821 -0.11755 -0.04863 0.17200 0.08695 0.06212 -0.19639 -0.05987 0.02903 -0.02178 0.07908 0.07883 0.02171 -0.03181 0.24990 0.04955 0.02439 0.03892 0.29645 -0.20827 -0.02190 -0.21088 0.08970 0.06487 0.05623 -0.03207 -0.16427 0.09264 0.19716 -0.07090 0.09107 -0.04460 0.14929 0.08648 0.06027 0.05391 0.13078 0.24039 0.11000 0.24486 0.27580 0.15143 0.44577 0.40267 0.25537 0.27380 0.61973 0.50120 0.37114 0.53495 0.48280 0.48047 0.39901 0.38036 0.52025 0.36570 0.58703 0.31495 0.57041 0.41536 0.26669 0.42962 0.24413 0.29521 -0.02879 0.18690 0.05037 0.06006 0.16575 0.11057 0.17214 0.13318 -0.02564 0.06199 0.06462 0.18404 0.15309 -0.00258 -0.02414 -0.07735 -0.10782 -0.02318 0.10976 0.13226 0.02492 0.01408 0.03237 -0.00334 -0.09677 -0.13624 -0.01488 0.05511 -0.02564 0.09587 0.16017 0.16500 -0.00842 0.34181 0.25364 0.10329 0.11909 0.37016 0.28186 0.00852 0.18479 0.38630 0.35039 0.35774 0.43764 0.71534 0.51166 0.58465 0.64308 0.74359 0.54944 0.44651 0.66570 0.74538 0.60259 0.77240 0.79132 0.67642 0.71659 0.65133 0.37290 0.49877 0.67673 0.45619 0.56816 0.37792 0.59411 0.54875 0.29145 0.50981 0.33296 0.45978 0.42414 0.40381 0.32334 0.61450 0.14905 0.12037 0.19139 -0.00848 -0.01386 0.00634 0.09577 -0.00254 0.11306 0.05659 0.06076 0.18258 0.09394 0.09601 0.11884 -0.17594 -0.16332 0.18575 0.12544 0.47093 0.19960 0.29521 0.18673 0.32283 0.40422 0.21541 0.44666 0.61659 0.32053 0.53832 0.35465 0.37100 0.27921 0.04811 0.13561 0.10540 0.37309 0.17500 0.21971 0.14512 0.03839 0.10118 0.03670 0.12949 0.02264 0.03484 0.02762 0.17249 -0.09885 -0.00196 0.11393 0.02795 -0.08386 0.12144 -0.04924 0.00636 0.10592 0.16045 0.11647 -0.13553 0.17301
S034 12.944 -0.16998 -0.08527 -0.21831 0.18373 -0.10038 0.00115 -0.06715 0.10673 0.04976 -0.11788 0.04859 -0.18705 -0.05971 -0.17435 -0.14808 0.05025 -0.20435 -0.10586 0.05657 0.00480 0.22308 0.15394 -0.08934 0.12010 0.23979 -0.02521 -0.06455 0.04543 0.02246 0.02685 0.06202 0.13408 -0.06378 0.18390 0.19080 0.07565 0.42684 0.12683 0.21694 0.29711 0.27956 0.35105 0.63248 0.47161 0.63310 0.54685 0.51518 0.62998 0.81516 0.47987 0.45599 0.42551 0.60401 0.39622 0.56177 0.72780 0.50974 0.49441 0.38056 0.47472 0.28419 0.52132 0.47596 0.38698 0.26528 0.33246 0.32800 0.24359 0.04385 -0.04159 0.08656 0.15349 -0.03852 0.00308 -0.10032 -0.03007 0.07565 -0.01763 0.06190 -0.09514 0.09531 0.08256 -0.02468 0.00989 0.02003 -0.05529 -0.12161 0.27713 0.02316 0.10493 0.13495 0.53006 -0.02493 0.12783 0.06382 0.24725 0.10767 0.09409 0.23466 0.12055 0.35953 0.34637 0.46064 0.36551 0.33659 0.47323 0.35059 0.49402 0.53972 0.49365 0.40439 0.87051 0.64868 0.84196 0.92236 0.63108 0.54135 1.05803 0.86303 0.79041 0.71063 0.67997 0.78352 0.63670 0.51124 0.63315 0.65886 0.58269 0.58726 0.49704 0.52200 0.58832 0.47985 0.51163 0.59916 0.46645 0.51180 0.32017 0.28751 0.18024 0.10076 0.28649 0.30627 0.29897 0.00406 0.29513 -0.03296 0.14813 0.14681 0.23575 -0.10051 0.22653 -0.08260 0.03876 0.06094 0.05323 0.18797 0.35972 0.44171 0.24206 0.43671 0.31316 0.33271 0.24500 0.43484 0.48002 0.34131 0.48480 0.41570 0.51139 0.31271 0.37478 0.57171 0.50935 0.37687 0.28837 0.26488 0.29633 0.35488 -0.06726 -0.00818 0.24389 0.00583 -0.00837 -0.10587 -0.03911 -0.14015 0.24383 0.00939 0.01894 0.06118 0.01810 0.09745 0.11133 -0.05048 -0.05919 0.01729 -0.02142 -0.01414 0.04847
S035 13.173 0.06448 -0.17802 0.04909 -0.07166 0.09460 0.04777 0.16932 0.15633 0.10596 0.08506 0.15165 -0.02153 0.12065 0.17312 0.01248 0.03057 -0.00021 -0.11842 0.18417 0.04789 0.19692 -0.19238 -0.09403 0.08681 0.16167 0.10165 0.05137 -0.11233 0.01982 0.13735 0.02941 0.06731 0.19923 0.12139 0.40574 0.39697 0.09014 0.22781 0.14604 0.26468 0.42786 0.43059 0.44487 0.33564 0.55588 0.35126 0.57317 0.38146 0.31156 0.45420 0.66733 0.54907 0.64618 0.42845 0.55727 0.32921 0.43874 0.44257 0.63841 0.45834 0.42263 0.50341 0.29382 0.22384 0.25498 0.11626 0.21224 0.04457 0.28687 -0.16480 0.21964 -0.02003 -0.05003 0.15876 0.09630 0.20849 0.14792 0.27329 0.08286 -0.01090 0.06052 0.18170 -0.15310 -0.00920 0.02468 -0.16214 0.05792 -0.25765 0.05164 0.25481 0.04374 0.25665 -0.02578 0.27307 0.25512 -0.00822 0.48903 0.29771 0.20799 0.24845 0.24545 0.40079 0.33099 0.37958 0.52369 0.39187 0.29956 0.55147 0.28022 0.70195 0.44522 0.75328 0.84695 0.58924 0.79499 0.65772 0.90909 0.71233 0.73708 0.92891 0.72777 0.63082 0.67434 0.72439 0.80589 0.45280 0.79135 0.73818 0.61229 0.77847 0.51072 0.47297 0.53355 0.57483 0.39799 0.34683 0.38060 0.27766 0.17852 0.41412 -0.02921 0.30032 0.30927 -0.01766 0.20541 0.16575 0.11822 -0.09903 0.26971 0.04110 0.18450 0.13150 -0.04540 0.16542 0.12631 -0.00604 0.29581 0.08636 0.11776 0.18084 0.22991 0.28420 0.31129 0.21575 0.39259 0.43850 0.56994 0.42097 0.50415 0.43101 0.41882 0.40071 0.47168 0.45135 0.44317 0.32820 0.33008 0.03331 0.17723 0.10195 0.11756 0.05403 0.19306 -0.00746 -0.03715 0.10361 -0.19891 0.27885 0.03070 -0.13163 -0.03687 -0.03381 0.04879 0.07032 -0.00086 0.05669 0.01781 0.07914 0.19241 -0.13988
S036 12.297 -0.00447 0.08609 0.09932 -0.10472 -0.21394 0.01219 -0.02050 0.20077 -0.21695 0.10919 0.26820 -0.01938 -0.16323 -0.00537 -0.03984 0.05928 -0.02131 0.18543 -0.13652 -0.10299 0.12898 -0.17279 0.07784 0.39456 0.08777 -0.06236 0.08231 0.06347 0.02434 0.16238 0.00366 0.30791 0.14474 0.17931 0.13409 0.24759 0.25336 0.24455 0.17003 0.20212 0.39483 0.20365 0.29526 0.30985 0.41493 0.29202 0.37705 0.35240 0.31752 0.35444 0.48429 0.34073 0.51570 0.54564 0.55912 0.53837 0.30399 0.49174 0.18136 0.50245 0.47135 0.18577 0.33412 0.39618 0.15211 0.17293 0.31462 0.13835 0.11475 0.13284 -0.04658 0.11295 0.22412 0.04838 0.16608 -0.02543 -0.01805 -0.07508 0.00553 0.17237 -0.07778 0.23952 0.29392 0.02135 0.12811 -0.08445 0.28133 0.24507 0.14636 0.03003 -0.21816 0.03007 -0.03081 0.01332 0.20001 0.00566 0.11360 0.13611 0.09348 0.41093 0.13560 0.22993 0.22238 0.32665 0.34809 0.08930 0.52899 0.55015 0.26157 0.38161 0.45779 0.41697 0.63923 0.26882 0.33506 0.68878 0.52524 0.66251 0.58303 0.46583 0.68557 0.60275 0.58303 0.58376 0.59738 0.66593 0.58877 0.45328 0.33996 0.47638 0.76102 0.54498 0.54081 0.53461 0.41060 0.29086 0.34257 0.09918 0.41007 0.24398 0.21840 0.21072 0.17415 0.03455 0.10412 0.07056 0.11115 0.03821 -0.05186 0.27766 0.00235 0.05203 0.01192 0.15908 0.21698 0.14486 0.08877 0.12860 0.06149 0.35848 0.19220 0.28044 0.34507 0.25746 0.40005 0.40236 0.38211 0.29685 0.12408 0.22687 0.28067 0.26263 0.21979 0.04541 0.31271 0.41160 0.12561 0.21152 0.19383 0.12077 0.16734 0.10902 0.05262 -0.12427 -0.01218 0.12472 0.05181 0.08266 0.07662 0.16994 0.22670 0.00296 -0.17824 -0.04741 0.15961 -0.26183 0.11547 -0.05633 0.04441 0.07644
S037 12.662 -0.06841 -0.04004 0.01998 0.04283 -0.09624 0.16005 -0.04537 0.07948 -0.18873 0.15734 0.16815 -0.02923 -0.03583 0.08819 0.16190 -0.26946 0.09655 -0.05725 -0.02643 -0.03886 -0.06206 -0.02085 -0.04945 0.08006 -0.14838 0.06257 -0.04044 0.00419 0.08662 -0.03740 0.05590 -0.03161 0.25411 0.23139 0.07659 0.26744 0.22036 0.27029 0.22848 0.38781 0.58260 0.68108 0.52624 0.52746 0.31070 0.72489 0.57118 0.51387 0.60123 0.49431 0.54858 0.56995 0.43070 0.67921 0.40205 0.45340 0.41459 0.56736 0.44270 0.29461 0.39981 0.39526 0.17805 0.24164 0.48713 0.12886 0.18958 0.20188 0.14052 0.29206 0.26892 0.09839 -0.08701 0.19352 0.05817 0.26289 -0.14500 0.07002 0.23576 0.03593 -0.03147 0.14847 -0.12264 0.07992 0.00637 0.03518 0.19560 0.12606 0.12500 0.20462 0.05309 0.08458 0.01176 0.14389 0.09937 0.18454 0.17936 0.42561 0.02689 0.23625 0.57758 0.35650 0.37919 0.36430 0.38339 0.26502 0.63559 0.42113 0.50596 0.51352 0.79720 1.00118 0.66838 0.71079 0.65141 0.81353 0.98711 0.71143 0.64659 0.96850 0.90575 0.76305 0.78990 0.84529 0.82875 0.64339 0.75576 0.57735 0.62536 0.40989 0.72682 0.58344 0.60006 0.42660 0.39789 0.34853 0.31100 0.15338 0.33878 0.30179 0.34960 0.26105 0.28829 0.43881 0.24714 0.21950 0.15109 0.08120 0.24534 0.27281 0.14864 0.30506 -0.16833 -0.09181 0.16816 0.12593 0.21863 0.20761 0.11386 0.20107 0.05240 0.19009 0.30759 0.45535 0.44647 0.27230 0.33660 0.34961 0.52790 0.35585 0.36615 0.51885 0.32367 0.45780 0.24833 0.18016 0.04990 0.33087 0.07020 0.00073 0.30014 0.22162 -0.03897 0.18206 0.17399 0.08629 -0.05182 0.07507 -0.00294 0.13314 -0.04482 0.02056 -0.08436 0.00614 0.17238 -0.11077 -0.18784 -0.18781 0.15147 0.00842
S038 13.161 0.01046 0.02025 0.05959 -0.09047 0.04040 -0.06978 -0.02719 -0.04783 -0.06424 0.04822 0.08604 -0.43444 -0.00236 -0.01857 0.16778 -0.05358 -0.00674 0.20411 -0.14129 -0.02308 -0.11588 -0.00426 -0.10538 0.03474 0.36525 0.19195 0.16567 0.12105 -0.15028 0.17182 0.22281 0.05505 0.30995 0.18755 0.34605 0.16263 0.05345 0.18710 0.42397 0.07990 0.16064 0.25782 0.35767 0.39957 0.44994 0.29828 0.12180 0.58831 0.38370 0.32654 0.60461 0.36413 0.45676 0.43115 0.46686 0.35342 0.49382 0.06529 0.40218 0.23477 0.49131 0.32857 0.23805 0.32377 0.30518 0.18062 0.06217 0.12016 0.19368 0.13541 0.22779 -0.17514 0.08378 0.04938 0.02281 -0.03979 0.01058 -0.29391 -0.09771 0.01950 0.03510 -0.15060 0.00598 0.26822 0.16091 0.16401 -0.00658 0.09418 -0.04588 -0.06942 0.12353 0.08951 0.26221 0.12431 0.26496 0.30210 0.25466 -0.00532 0.34227 0.32948 0.28264 0.09434 0.28564 0.36146 0.35609 0.19776 0.62031 0.43697 0.37598 0.37073 0.61854 0.41487 0.46339 0.49918 0.70694 0.64881 0.44605 0.71710 0.54907 0.48732 0.62922 0.82526 0.66251 0.55658 0.76168 0.42509 0.35310 0.38766 0.63863 0.50441 0.53700 0.46358 0.31117 0.42975 0.39836 0.15868 0.56327 0.32513 0.28088 0.25902 0.21539 0.23565 0.09064 0.22301 0.19075 0.05784 0.19249 0.04321 0.13162 0.23966 0.04152 0.08741 0.26153 -0.08664 0.05323 0.20410 0.01377 0.32660 0.06974 0.04970 0.31753 0.31229 0.12351 0.29506 0.44964 0.27414 0.60203 0.19468 0.46250 0.51785 0.40151 0.31925 0.28753 0.32634 0.29441 0.21590 0.30660 -0.03805 0.08676 -0.12237 -0.02677 0.11875 0.11214 0.32981 0.01705 0.06067 0.06782 -0.06297 -0.06902 0.10635 0.00908 -0.13933 -0.07313 -0.03040 0.03002 0.13353 -0.09743 -0.04088 0.02456 -0.20324
S039 13.451 -0.11255 -0.00102 -0.18170 0.06315 -0.04691 -0.09279 0.05622 0.09830 0.12379 -0.23382 0.04788 -0.05633 0.09783 0.05304 -0.08535 0.04760 -0.00812 -0.05364 -0.06643 0.02567 0.04075 0.08722 -0.08143 0.05781 0.06419 0.15892 -0.00514 0.06387 0.07496 0.00542 0.15852 0.29761 0.10325 0.12033 0.22100 0.18177 0.25715 0.24150 0.30695 0.32592 0.39996 0.39349 0.52625 0.43924 0.65440 0.69247 0.32872 0.62752 0.37758 0.47162 0.74823 0.55896 0.43488 0.58980 0.46129 0.46714 0.32559 0.35297 0.11426 0.43678 0.52663 0.31344 0.19348 0.22636 0.23422 0.13709 0.32343 0.30285 -0.04717 0.16475 0.25757 0.28910 0.33852 0.02839 0.44377 0.02739 -0.00866 0.11602 -0.11467 0.07559 -0.04999 -0.02284 0.10184 0.02229 0.05236 0.04856 0.27489 -0.12854 0.07099 0.04951 0.15536 0.21407 0.02761 -0.00485 0.03981 0.15286 0.38760 0.23257 0.15948 0.18748 0.13528 0.29369 0.48714 0.22783 0.55927 0.44019 0.47595 0.52176 0.70216 0.70020 0.64693 0.73997 0.64476 0.78256 0.76474 0.64296 0.77354 0.64947 0.77195 0.79784 0.85271 0.93016 0.66279 0.83747 0.64881 0.77545 0.55237 0.64004 0.68939 0.42675 0.67526 0.77050 0.50388 0.63810 0.54411 0.45448 0.23376 0.65936 0.52505 0.33896 0.09108 0.24690 0.13226 0.29956 0.27331 0.06550 0.21644 0.21539 0.25766 0.15559 -0.06591 0.20777 0.00265 0.01047 0.20580 0.37325 0.08155 0.43440 0.22022 0.14958 0.23256 0.43091 0.29167 0.42561 0.25375 0.32517 0.51965 0.47850 0.45408 0.63671 0.66909 0.44138 0.29954 0.26895 0.27813 0.20558 0.12813 0.19936 0.16451 0.06160 -0.01747 0.03768 0.09770 0.24747 0.07103 -0.07882 0.02691 -0.07187 0.08245 -0.02394 0.17278 -0.07051 0.21334 0.07392 -0.13185 0.25024 0.07930 -0.10532 0.20137 0.09355
S040 10.347 -0.06930 0.01431 -0.02835 -0.02153 0.09299 0.01109 0.00217 0.13168 -0.02176 0.10042 0.04027 0.06581 0.01352 0.05532 -0.05367 0.07600 -0.00694 -0.05946 0.22903 0.07881 -0.25332 0.00592 -0.10695 -0.02499 -0.23636 0.06075 -0.05213 0.06364 -0.02311 0.08259 0.08575 0.23619 0.25350 0.23280 0.11545 0.45031 0.01386 0.12669 0.28638 0.44918 0.29796 0.35994 0.26680 0.49640 0.56159 0.52378 0.40315 0.41915 0.40265 0.46493 0.35890 0.33726 0.42290 0.49414 0.43310 0.43183 0.40042 0.39089 0.35073 0.21764 0.40523 0.28577 0.17269 0.41183 0.09962 0.16492 0.28024 0.19441 0.14604 0.07201 0.21507 0.22513 0.05414 0.00908 -0.25077 0.08457 0.11859 -0.00104 0.10272 0.15555 -0.08318 0.18303 0.06299 0.14927 -0.12821 0.01716 -0.14467 0.07045 0.08637 0.00453 0.11801 0.23271 0.15498 0.00099 0.10846 0.42523 0.24287 0.39511 0.33563 0.23565 0.12068 0.22955 0.40664 0.17334 0.29561 0.28373 0.50119 0.57764 0.60238 0.59359 0.41569 0.39213 0.36962 0.40570 0.55369 0.70291 0.61343 0.70802 0.74875 0.66028 0.70548 0.45648 0.65935 0.70567 0.58777 0.74816 0.78787 0.44667 0.57860 0.60273 0.45062 0.61932 0.47818 0.59936 0.35850 0.39062 0.30329 0.44782 0.09806 0.36311 0.15280 0.11652 0.03668 0.09668 0.30493 0.14911 0.16131 0.31022 0.11184 0.01861 0.13447 0.05150 0.05260 -0.08214 0.23139 0.05924 0.11119 -0.03039 0.26403 0.12355 0.22565 0.40070 0.34700 0.25037 0.17426 0.68387 0.54629 0.53954 0.19519 0.43308 0.35998 0.50377 0.18835 0.28492 0.16837 0.31999 0.35144 0.34127 0.24616 0.13126 -0.19474 0.11118 0.07301 -0.00143 -0.00354 -0.06732 0.11205 0.10937 0.04925 0.14465 0.00524 0.01471 -0.01897 0.09403 -0.06488 0.18824 0.04644 0.18884 0.23043 -0.02686
S041 12.891 -0.38725 0.08685 -0.08902 -0.05570 -0.08478 -0.08287 -0.00713 -0.18074 -0.04164 -0.00722 0.02675 0.07525 -0.09536 0.01609 -0.05546 0.04512 0.20143 -0.15115 -0.00096 -0.12930 -0.04882 0.11076 0.05609 0.04192 0.04162 0.03670 -0.10808 0.28123 0.03986 0.27362 0.01210 -0.11029 -0.07355 0.08959 0.25657 0.27556 0.25260 0.16751 0.31855 0.20007 0.31369 0.39611 0.43953 0.50774 0.40880 0.27599 0.39470 0.49955 0.82395 0.53252 0.45897 0.37096 0.26515 0.27819 0.43223 0.59250 0.50644 0.44808 0.34483 0.31754 0.19248 0.44957 0.21571 0.24461 -0.04481 0.13958 0.30460 0.04873 0.01919 0.19248 0.01821 0.20369 0.04760 -0.01572 -0.00917 0.19824 0.24501 0.05305 -0.04700 0.18585 -0.00871 0.11242 0.10404 -0.23337 -0.08644 0.16348 0.11753 -0.03966 -0.00631 -0.08174 0.02602 0.26256 0.16933 0.31097 0.18038 0.34384 0.47428 0.20846 0.19582 0.32668 0.45765 0.29935 0.14717 0.37276 0.38031 0.55797 0.29763 0.59559 0.39645 0.45787 0.45987 0.86940 0.53609 0.59592 0.77321 0.65457 0.61840 0.81229 0.62788 0.58553 0.49103 0.66526 0.82712 0.76385 0.63386 0.78186 0.54306 0.56283 0.48581 0.47320 0.51006 0.49387 0.50029 0.38314 0.40126 0.37086 0.24697 0.23390 0.29475 0.22260 0.26600 0.16064 0.45005 -0.02783 -0.04764 0.15777 0.03880 0.14412 0.16034 0.27332 -0.15016 0.01895 0.08404 0.20393 0.34840 0.22421 0.07827 0.09416 0.02936 0.04265 0.21900 0.27100 0.17790 0.11207 0.48327 0.39158 0.34316 0.41630 0.59141 0.42167 0.37148 0.17609 0.31592 -0.00683 0.32025 0.23242 0.19539 0.04305 0.17597 0.12195 0.16307 0.07754 0.06513 0.16618 0.04144 -0.15898 0.16984 0.03747 -0.05292 -0.07393 0.13037 -0.05199 0.13891 -0.07517 -0.07398 0.06290 0.10465 0.07212 -0.05861 0.02084
S042 12.186 0.00041 0.13956 0.01777 0.04298 0.18103 -0.20788 0.24513 -0.20751 -0.09318 0.03423 -0.05208 0.17422 -0.12022 0.05350 0.05022 -0.00175 0.00224 0.06883 0.00133 -0.05625 0.01698 0.10038 0.03454 -0.07370 0.09849 0.01582 0.16707 -0.02446 -0.15882 -0.02007 -0.08104 0.06141 0.10367 0.28617 0.17087 0.22889 0.21723 0.28846 0.26500 0.41738 0.21439 0.52813 0.36224 0.26754 0.29808 0.35693 0.46896 0.61797 0.27377 0.46367 0.25767 0.40929 0.26105 0.37623 0.33600 0.47076 0.52944 0.35032 0.24266 0.42323 0.13459 0.14126 0.34420 0.03906 0.30380 0.13291 0.20268 0.25697 0.01813 0.08844 0.10241 0.22487 -0.00773 0.04370 0.11909 -0.01281 0.04923 -0.10638 0.22643 -0.06726 -0.06046 0.00179 0.24853 -0.16036 0.15154 0.11473 -0.00221 -0.11640 0.14913 -0.02009 0.26293 -0.07463 0.07869 0.07246 -0.03463 0.26436 0.23506 0.21509 0.01475 0.34152 0.45917 0.14231 0.48912 0.39485 0.17944 0.40964 0.45471 0.34001 0.41665 0.52133 0.47104 0.60225 0.64608 0.60905 0.49320 0.58972 0.62051 0.73134 0.50823 0.65970 0.48911 0.63887 0.57752 0.46380 0.39825 0.39513 0.51681 0.56908 0.57751 0.52102 0.32756 0.30305 0.49840 0.51682 0.47380 0.33047 0.43730 0.44206 0.31684 0.33190 0.14811 0.04468 0.16957 0.09633 0.24895 0.27684 0.05729 0.22115 0.15407 -0.04687 -0.06501 0.02227 0.12777 0.09716 0.14308 0.08385 0.06777 0.28712 0.13882 0.27177 0.13778 0.31592 0.25808 0.29162 0.18574 0.27182 0.52538 0.40121 0.36125 0.10295 0.26413 0.42524 0.31048 0.38019 0.27037 0.26252 0.09867 0.05388 -0.02832 0.13953 -0.04184 0.01804 -0.12582 0.00587 -0.08541 0.12248 0.16247 -0.25077 -0.06583 -0.04923 0.15303 -0.17215 0.13460 -0.01135 0.01291 -0.01749 -0.04760 0.20175 -0.07026 0.07719
